company,date,year,indid,ind,行业,sfcy,rd,rda,fin,size,lev,grow,share,board,ip,roe,ocf,pat,inv,m2,sfin,guquan,efi
000019,2018-12-31,2018,C15,0,酒、饮料和精制茶制造业,1,16.21153641,0.001697256,0.141513333,22.59028053,0.491367012,0.019982181,0.637899995,0.333333343,0.065668002,0.077218004,0.046236802,,,0.069899999,0.097815424,1,
000022,2015-12-31,2015,G55,0,水上运输业,1,16.96443939,0.003371688,0.105964996,22.65678215,0.322119415,0.00037591,0.325199991,0.5,0.094099998,0.129188001,0.141435191,2.079441542,1.386294361,0.133399993,0.098808296,1,16.029177
000022,2016-12-31,2016,G55,0,水上运输业,1,17.15537643,0.004261827,0.071315534,22.61343384,0.174469411,0.00017355,0.325199991,0.333333343,0.091799997,0.123288997,0.125029504,2.564949357,1.945910149,0.113300003,0.064351365,1,16.0070747
000022,2017-12-31,2017,G55,0,水上运输业,1,17.23400116,0.003827149,0.108576573,22.79963684,0.214469075,0.00289281,0.325199991,0.333333343,0.076899998,0.109397002,0.14573206,2.564949357,1.098612289,0.081100002,0.102588765,1,16.14271021
000026,2015-12-31,2015,F52,0,零售业,1,17.43935394,0.008826059,0.201568767,22.16940117,0.844108939,-0.0003537,0.414900005,0.333333343,0.111924,0.061962001,0.093305342,5.081404365,2.772588722,0.133399993,0.150462091,1,
000026,2016-12-31,2016,F52,0,零售业,1,17.54739761,0.010426689,0.168066815,22.11078453,0.686309457,-0.00053233,0.371500015,0.333333343,0.152884007,0.047191001,0.113800436,5.361292166,2.944438979,0.113300003,0.107069597,1,
000026,2017-12-31,2017,F52,0,零售业,1,17.71655083,0.01381475,0.137642682,21.99856949,0.450497985,0.00117555,0.371500015,0.333333343,0.132948995,0.058897,0.157817811,5.572154032,3.135494216,0.081100002,0.052280415,1,
000026,2018-12-31,2018,F52,0,零售业,1,17.67308426,0.013154,0.150633037,22.00411415,0.400581628,0.00016331,0.371500015,0.333333343,0.128494993,0.072977997,0.09212672,,,0.069899999,0.045789495,1,
000027,2012-12-31,2012,D44,0,电力、热力生产和供应业,1,16.27781677,0.00036255,0.113205776,24.20016479,0.84395051,-0.00108329,0.637400031,0.333333343,0.095136002,0.06594,0.081539579,2.48490665,1.386294361,0.143900007,0.101153307,1,21.74074648
000027,2013-12-31,2013,D44,0,电力、热力生产和供应业,1,16.73875237,0.000557039,0.124883451,24.23162651,0.772530556,-0.00037237,0.478199989,0.333333343,0.096372999,0.095449999,0.068710431,2.63905733,1.609437912,0.135900006,0.112641111,1,21.76981611
000027,2014-12-31,2014,D44,0,电力、热力生产和供应业,1,16.94791412,0.000596467,0.135737926,24.37240028,0.888586164,0.00012571,0.478199989,0.333333343,0.103569001,0.119207002,0.082987033,2.772588722,1.609437912,0.110100001,0.102378868,1,21.83325248
000030,2014-12-31,2014,C36,0,汽车制造业,1,18.64128494,0.017147729,0.107338995,22.70717621,0.526825726,-0.0004166,0.243099988,0.375,0.035780001,0.149257004,0.049492314,5.771441123,2.564949357,0.110100001,0.077527381,1,19.00392885
000030,2015-12-31,2015,C36,0,汽车制造业,1,18.57095909,0.014373579,0.141985595,22.81332207,0.524129093,-0.00135429,0.244100004,0.333333343,0.048599999,0.104289003,0.041265991,5.886104031,3.044522438,0.133399993,0.114120774,1,
000030,2016-12-31,2016,C36,0,汽车制造业,1,18.64550972,0.013800406,0.144113734,22.92856789,0.571092069,0.00352169,0.244100004,0.333333343,0.042344999,0.122134998,0.066215701,5.983936281,3.36729583,0.113300003,0.13035664,1,
000030,2017-12-31,2017,C36,0,汽车制造业,1,18.90685272,0.01568917,0.157307088,23.06163788,0.638781667,0.00228161,0.244100004,0.333333343,0.033399999,0.135361001,0.044662423,6.152732695,3.583518938,0.081100002,0.143322051,1,
000030,2018-12-31,2018,C36,0,汽车制造业,1,19.1813221,0.018315557,0.141744539,23.18132591,0.638926268,0.00091651,0.244100004,0.333333343,0.036400001,0.129890993,0.02928281,,,0.069899999,0.13609165,1,
000032,2012-12-31,2012,C39,1,计算机、通信和其他电子设备制造业,1,17.48174286,0.02311117,0.266887426,21.24918365,0.613775074,-0.00119137,0.42019999,0.333333343,0.062799998,0.186636001,0.015043158,4.890349128,2.079441542,0.143900007,0.2062639,1,
000032,2013-12-31,2013,C39,1,计算机、通信和其他电子设备制造业,1,17.07441902,0.017331123,0.245004401,21.12966919,0.479179591,0.00071572,0.42019999,0.333333343,0.044403002,0.014549,-0.03636419,4.779123493,2.772588722,0.135900006,0.160519615,1,
000032,2014-12-31,2014,C39,1,计算机、通信和其他电子设备制造业,1,17.15328598,0.010176086,0.274536103,21.74100113,0.854391217,0.00889225,0.42019999,0.333333343,0.062339999,0.076477997,0.022681303,4.812184355,3.044522438,0.110100001,0.213418007,1,
000032,2015-12-31,2015,F51,0,批发业,1,17.48942757,0.018537551,0.464814842,21.47738457,0.409173667,-0.00358459,0.49180001,0.333333343,0.031228,0.032968,0.157520428,4.852030264,3.295836866,0.133399993,0.380199611,1,
000032,2016-12-31,2016,F51,0,批发业,1,17.30461693,0.016751783,0.38565594,21.39386749,0.261861622,8.754E-05,0.49180001,0.333333343,0.045233,0.029925,0.040193226,4.644390899,3.091042453,0.113300003,0.308360428,1,18.68304501
000032,2017-12-31,2017,F51,0,批发业,1,17.18987083,0.015153317,0.476662695,21.37940598,0.228571072,-0.00133971,0.49180001,0.333333343,0.054864001,0.008381,0.069418192,4.584967479,3.044522438,0.081100002,0.401813954,1,
000032,2018-12-31,2018,F51,0,批发业,1,17.28521347,0.014919429,0.494060844,21.49030495,0.420323074,-0.00069952,0.490400016,0.333333343,0.049993001,0.070090003,0.095707536,,,0.069899999,0.436150551,1,
000038,2016-12-31,2016,L72,0,商务服务业,1,15.90476322,0.001263583,0.337180942,22.5785675,0.250239432,0.019982181,0.214200005,0.333333343,0.017468,0.091283999,0.055667613,2.48490665,0,0.113300003,0.33570841,0,
000038,2018-12-31,2018,L72,0,商务服务业,1,15.85932827,0.00237797,0.43087852,21.90083694,0.147547215,0.00715664,0.214200005,0.375,0.040587999,-0.215627998,-0.129040465,,,0.069899999,0.427154809,0,
000040,2016-12-31,2016,K70,0,房地产业,1,15.91741753,0.000473263,0.502287805,23.57327652,0.576804936,0.01265375,0.309799999,0.363636374,0.066715002,0.028534999,-0.016390454,,,0.113300003,0.489264905,0,
000045,2012-12-31,2012,F51,0,批发业,1,17.81661987,0.029063616,0.243180305,21.35488892,0.443318039,0.00185471,0.542599976,0.333333343,0.062530003,-0.060605999,-0.082498439,3.218875825,1.386294361,0.143900007,0.123583026,1,18.06628882
000045,2013-12-31,2013,F51,0,批发业,1,18.10322571,0.025528098,0.414562613,21.77120209,0.2410575,0.00338397,0.462099999,0.333333343,0.04758,0.026229,-0.065477535,3.688879454,1.609437912,0.135900006,0.332888216,1,17.54910094
000045,2014-12-31,2014,F51,0,批发业,1,17.82413292,0.019509466,0.475993454,21.76099014,0.285274655,0.00070599,0.462099999,0.375,0.052868001,-0.050551001,-0.017253004,3.737669618,1.609437912,0.110100001,0.390313864,1,17.77832648
000045,2015-12-31,2015,C39,1,计算机、通信和其他电子设备制造业,1,20.60020828,0.107360475,0.323380798,21.81162453,0.365509331,0.00013043,0.462099999,0.375,0.041409001,0.003888,0.01333083,3.784189634,1.609437912,0.133399993,0.253356278,1,16.12352853
000045,2016-12-31,2016,C39,1,计算机、通信和其他电子设备制造业,1,17.48695755,0.00954192,0.281921536,22.13901901,0.197512731,-0.0002327,0.462099999,0.428571433,0.036504999,-0.031087,-0.013415052,4.060443011,2.079441542,0.113300003,0.226687059,1,20.72326584
000045,2017-12-31,2017,C39,1,计算机、通信和其他电子设备制造业,1,17.47999763,0.009303729,0.338418573,22.15733719,0.190951958,0.00231468,0.457800001,0.333333343,0.045577999,0.021158,-0.006797051,4.025351691,2.079441542,0.081100002,0.277673602,1,22.18975674
000045,2018-12-31,2018,C39,1,计算机、通信和其他电子设备制造业,1,17.55203247,0.009082039,0.293368995,22.25348854,0.33523035,-0.00137704,0.457800001,0.333333343,0.057560001,-0.017844999,-0.099691287,,,0.069899999,0.247176677,1,
000050,2014-12-31,2014,C39,1,计算机、通信和其他电子设备制造业,1,20.10435295,0.034317672,0.055892829,23.47644806,0.832996905,0.010627541,0.257600009,0.333333343,0.150800005,0.106490999,0.088302307,6.274762021,5.062595033,0.110100001,0.053119112,1,0
000050,2015-12-31,2015,C39,1,计算机、通信和其他电子设备制造业,1,20.59938049,0.040847629,0.341075361,23.79728699,0.632559359,0.00129542,0.257600009,0.375,0.151862994,0.050948001,0.206164941,6.770789424,5.736572297,0.133399993,0.339434415,1,
000050,2016-12-31,2016,C39,1,计算机、通信和其他电子设备制造业,1,20.60020828,0.049711578,0.207443058,23.7996254,0.575652301,0.00019635,0.208099991,0.333333343,0.188576996,0.042149998,0.045232333,7.37337431,6.459904454,0.113300003,0.205873236,1,21.5117232
000058,2012-12-31,2012,L72,0,商务服务业,1,15.09550095,0.002066186,0.548026979,21.27755165,0.268379658,0.00092009,0.302399993,0.333333343,0.032641001,0.041014999,-0.026419017,1.098612289,0,0.143900007,0.26031664,1,
000058,2013-12-31,2013,L72,0,商务服务业,1,14.15129757,0.000655307,0.383464307,21.48170471,0.486925334,0.00338929,0.30250001,0.333333343,0.033716001,0.051848002,-0.057392955,,,0.135900006,0.157659426,1,
000058,2014-12-31,2014,L72,0,商务服务业,1,13.94308853,0.000427141,0.33085075,21.70148659,0.778636277,0.00172767,0.302399993,0.333333343,0.034019999,0.053681001,-0.129040465,,,0.110100001,0.144021556,1,
000058,2015-12-31,2015,L72,0,商务服务业,1,13.73074818,0.00029189,0.288854003,21.68440056,0.55602622,0.00122828,0.302399993,0.333333343,0.033705998,0.067997001,-0.00476296,,,0.133399993,0.105888866,1,
000060,2012-12-31,2012,C32,0,有色金属冶炼及压延加工业,1,19.41775513,0.019258909,0.087784931,23.36753654,0.983467519,-0.00011427,0.317299992,0.363636374,0.167916581,0.077643,0.105662517,4.828313737,3.218875825,0.143900007,0.084796056,1,17.06689693
000060,2017-12-31,2017,C32,0,有色金属冶炼及压延加工业,1,19.25393486,0.012193602,0.134269297,23.66077805,0.813343346,0.0026069,0.275099993,0.444444448,0.218437999,0.117450997,0.130863503,5.505331536,4.454347296,0.081100002,0.126353666,1,22.00604185
000060,2018-12-31,2018,C32,0,有色金属冶炼及压延加工业,1,19.05901337,0.009706194,0.177681074,23.69400406,0.82013756,0.00052325,0.275099993,0.333333343,0.218437999,0.086124003,0.101083539,,,0.069899999,0.168927372,1,
000061,2013-12-31,2013,L72,0,商务服务业,1,14.20956802,0.00029189,0.184158266,23.22661781,0.983467519,0.00297536,0.243099988,0.384615391,0.078672439,0.041377001,0.015560583,2.302585093,1.098612289,0.135900006,0.119300552,1,19.1157891
000062,2016-12-31,2016,L72,0,商务服务业,1,16.69862747,0.002581369,0.358154237,22.65806389,0.695858717,0.01726426,0.707599998,0.333333343,0.088425003,0.113335997,-0.053351574,2.197224577,0,0.113300003,0.146427467,0,
000062,2017-12-31,2017,F51,0,批发业,1,17.67450905,0.005535915,0.298790395,22.87100792,0.914189994,0.0049657,0.707599998,0.333333343,0.097599998,0.106748,0.05027324,2.995732274,0.693147181,0.081100002,0.135732383,0,19.95889939
000068,2016-12-31,2016,C39,1,计算机、通信和其他电子设备制造业,1,17.01581383,0.018679682,0.419124514,20.9961319,0.640294671,0.00744023,0.264299989,0.333333343,0.069573,0.011923,0.03662017,2.63905733,1.386294361,0.113300003,0.413129181,0,
000070,2013-12-31,2013,C38,1,电气机械及器材制造业,1,17.98264122,0.028635876,0.181870043,21.53573608,0.93337369,-0.00023686,0.453300029,0.333333343,0.061537001,0.060104001,0.006391199,4.143134726,1.791759469,0.135900006,0.096767485,1,
000153,2012-12-31,2012,C27,1,医药制造业,1,16.91882706,0.015354633,0.0453218,21.09516525,0.871564567,0.00093161,0.147499993,0.333333343,0.023956999,0.023508999,0.031472482,4.59511985,4.060443011,0.143900007,0.0453218,0,17.03438638
000153,2013-12-31,2013,C27,1,医药制造业,1,17.18235779,0.014632342,0.15594402,21.40687943,0.878994763,-0.00077132,0.0889,0.333333343,0.029991999,0.029725,-0.03549248,4.927253685,4.644390899,0.135900006,0.15594402,0,17.03438638
000153,2014-12-31,2014,C27,1,医药制造业,1,17.22131729,0.013469568,0.120188981,21.52863884,0.950890303,0.00110496,0.114799999,0.333333343,0.034573998,0.036277,0.00469736,5.105945474,4.919980926,0.110100001,0.075034805,0,18.43096719
000153,2015-12-31,2015,C27,1,医药制造业,1,17.35175514,0.014895237,0.118334569,21.55846786,0.946626425,-0.00085142,0.114799999,0.333333343,0.032754999,0.026997,0.019736685,5.056245805,4.934473933,0.133399993,0.071523368,0,
000156,2015-12-31,2015,R86,0,广播、电视、电影和影视录音制作业,1,18.39622879,0.007698967,0.563415706,23.26289749,0.369081169,0.00185335,0.418499976,0.384615391,0.123800002,0.092904001,0.095210277,2.397895273,1.609437912,0.133399993,0.543895006,1,
000156,2016-12-31,2016,R86,0,广播、电视、电影和影视录音制作业,1,18.51078033,0.00779801,0.571636617,23.36466599,0.387497097,0.00077875,0.418499976,0.416666657,0.12145,0.062008999,0.105843969,2.944438979,2.564949357,0.113300003,0.524062932,1,
000156,2017-12-31,2017,R86,0,广播、电视、电影和影视录音制作业,1,18.79092407,0.010042016,0.291727513,23.39190292,0.389656454,0.00041583,0.418499976,0.454545468,0.082921997,0.062583998,0.087625921,3.36729583,2.772588722,0.081100002,0.258528799,1,
000156,2018-12-31,2018,R86,0,广播、电视、电影和影视录音制作业,1,18.54820251,0.007689678,0.298171699,23.41607857,0.383527398,0.00070634,0.418499976,0.400000006,0.072621003,0.061191998,0.080883205,,,0.069899999,0.279018939,1,
000159,2018-12-31,2018,F51,0,批发业,1,16.21020508,0.004001672,0.315717041,21.73124695,0.279536545,0.00548817,0.296399981,0.333333343,0.103274003,0.023528,-0.003337414,,,0.069899999,0.210544407,0,
000301,2018-12-31,2018,C28,0,化学纤维制造业,1,20.37188339,0.029851815,0.22041741,23.88339424,0.694962442,0.019982181,0.687099993,0.428571433,0.091609001,0.082562998,0.058876883,,,0.069899999,0.11893627,0,
000400,2014-12-31,2014,C38,1,电气机械及器材制造业,1,19.8795166,0.039852381,0.076647989,23.10208893,0.731138229,0.00168362,0.4102,0.333333343,0.050406002,0.234769002,-0.019301776,6.580639137,5.010635294,0.110100001,0.076647989,1,
000400,2015-12-31,2015,C38,1,电气机械及器材制造业,1,19.79953003,0.03179488,0.073969387,23.24798012,0.817228973,-0.00121171,0.409500003,0.333333343,0.051344998,0.122978002,0.040305421,6.954638865,5.823045895,0.133399993,0.073969387,1,
000400,2016-12-31,2016,C38,1,电气机械及器材制造业,1,19.94763565,0.032194871,0.126130477,23.38358307,0.894016027,0.00307734,0.412799984,0.333333343,0.054079998,0.130421996,0.087198809,7.195937226,6.224558429,0.113300003,0.126130477,1,
000408,2018-12-31,2018,C26,0,化学原料及化学制品制造业,1,13.73074818,0.00029189,0.029912943,22.99581337,0.237734586,0.00031922,0.430800021,0.333333343,0.053729001,0.180751994,0.131403744,,,0.069899999,0.023926953,0,
000413,2013-12-31,2013,C39,1,计算机、通信和其他电子设备制造业,1,17.55421257,0.004654435,0.287709922,22.92414856,0.53773725,0.00196378,0.143999994,0.428571433,0.01444,0.128433004,-0.129040465,3.433987204,0.693147181,0.135900006,0.286357492,0,
000413,2014-12-31,2014,C39,1,计算机、通信和其他电子设备制造业,1,17.90544319,0.004791076,0.2563546,23.2464447,0.925346553,0.01300028,0.146499991,0.428571433,0.022717001,0.147233993,-0.003533593,4.276666119,0.693147181,0.110100001,0.2563546,0,
000413,2015-12-31,2015,C39,1,计算机、通信和其他电子设备制造业,1,18.37296677,0.003310598,0.430906355,24.08359337,0.977730632,0.0116955,0.216399997,0.428571433,0.044590998,0.116667002,0.061812989,5.398162702,2.079441542,0.133399993,0.430906355,0,
000418,2012-12-31,2012,C38,1,电气机械及器材制造业,1,19.30236053,0.028736752,0.167884529,22.85193825,0.977089822,-0.00371346,0.351999998,0.333333343,0.097319312,0.092224002,0.041024487,6.304448802,2.833213344,0.143900007,0.167249516,0,23.17976453
000420,2016-12-31,2016,C28,0,化学纤维制造业,1,15.69653988,0.001419751,0.182714984,22.25381279,0.715779662,0.00345763,0.144999996,0.363636374,0.008944,0.012625,-0.024824163,2.302585093,2.079441542,0.113300003,0.182714984,1,20.9138862
000423,2012-12-31,2012,C27,1,医药制造业,1,18.55170822,0.021405814,0.505226672,22.39580154,0.235305443,0.00107736,0.231399998,0.333333343,0.039179999,0.270619005,0.161115214,4.691347882,3.044522438,0.143900007,0.504652262,1,20.26281642
000423,2013-12-31,2013,C27,1,医药制造业,1,18.62769508,0.020569509,0.372302711,22.51164055,0.176119298,0.00314204,0.231399998,0.333333343,0.055941001,0.259638995,0.147012398,4.65396035,3.17805383,0.135900006,0.370225787,1,20.82396511
000423,2014-12-31,2014,C27,1,医药制造业,1,18.65179253,0.01689025,0.352904081,22.73281097,0.237623826,-1.816E-05,0.231399998,0.333333343,0.091220997,0.246992007,0.088084757,5.332718793,3.737669618,0.110100001,0.341803014,1,21.9189879
000423,2015-12-31,2015,C27,1,医药制造业,1,18.86437988,0.018102674,0.203428566,22.87607574,0.215444952,0.00359354,0.231399998,0.333333343,0.085417002,0.249844998,0.113556542,5.459585514,4.043051268,0.133399993,0.192653924,1,22.44206027
000423,2016-12-31,2016,C27,1,医药制造业,1,18.93963623,0.016887879,0.149143532,23.02079391,0.18643117,0.00159179,0.231399998,0.333333343,0.082657002,0.23985,0.062773854,5.613128106,4.369447852,0.113300003,0.142184645,1,22.29862977
000423,2017-12-31,2017,C27,1,医药制造业,1,19.23386574,0.018221332,0.143619701,23.23902702,0.253712296,0.00167039,0.231399998,0.333333343,0.086792998,0.223905995,0.141999438,5.866468057,4.553876892,0.081100002,0.139408365,1,22.51220299
000423,2018-12-31,2018,C27,1,医药制造业,1,19.31143379,0.017570082,0.164905831,23.3529911,0.224287465,-4.615E-05,0.231399998,0.333333343,0.218437999,0.196844995,0.072750688,,,0.069899999,0.15399757,1,
000426,2018-12-31,2018,B09,0,有色金属矿采选业,1,14.93602753,0.000343252,0.029912943,22.91307449,0.747570038,0.00155136,0.297600001,0.333333343,0.021964001,-0.032542001,0.128455028,,,0.069899999,0.023926953,0,
000429,2016-12-31,2016,G54,0,道路运输业,1,15.63550186,0.000383999,0.269089222,23.50037193,0.817427158,0.00827921,0.245499998,0.357142866,0.056954,0.146909997,0.119724154,1.386294361,0.693147181,0.113300003,0.161971599,1,20.63971773
000429,2017-12-31,2017,G54,0,道路运输业,1,16.09522247,0.00059152,0.249172524,23.52803802,0.747738719,0.00093452,0.245499998,0.333333343,0.057030998,0.186933994,0.132841989,1.945910149,1.609437912,0.081100002,0.143012628,1,20.67489723
000429,2018-12-31,2018,G54,0,道路运输业,1,14.09188652,0.00029189,0.232996836,23.51417923,0.622080564,0.00041967,0.245499998,0.333333343,0.063386001,0.195209995,0.117574625,,,0.069899999,0.13037166,1,
000502,2018-12-31,2018,K70,0,房地产业,1,15.6224041,0.014625654,0.563903391,19.88633347,0.895715952,-0.00210643,0.22649999,0.333333343,0.035078,0.321397007,-0.035496652,,,0.069899999,0.563903391,0,
000503,2012-12-31,2012,I63,0,电信、广播电视和卫星传输服务,1,17.24949837,0.020967692,0.416657209,21.11427116,0.147066951,0.00184749,0.26790002,0.428571433,0.01376,0.017571,0.044552367,,,0.143900007,0.333864182,0,
000503,2013-12-31,2013,I64,0,互联网和相关服务,1,17.33254433,0.023587739,0.502893269,21.07957268,0.122390024,0.00067223,0.272700012,0.428571433,0.01816,0.00963,0.111752309,,,0.135900006,0.453277588,0,
000503,2014-12-31,2014,I64,0,互联网和相关服务,1,17.25636292,0.021752574,0.636861265,21.08438492,0.080360882,-0.00052622,0.275599986,0.428571433,0.024375999,0.014872,-0.017288618,,,0.110100001,0.582962871,0,
000503,2015-12-31,2015,I64,0,互联网和相关服务,1,18.06152916,0.047122516,0.696002424,21.11653328,0.073814563,-6.377E-05,0.276199996,0.428571433,0.025993999,0.007122,0.009050265,,,0.133399993,0.634019613,0,
000503,2016-12-31,2016,I64,0,互联网和相关服务,1,18.43362617,0.067885123,0.711220324,21.12356377,0.055968031,0.00118693,0.276899993,0.428571433,0.026194001,0.009382,0.01537425,,,0.113300003,0.688622475,0,
000503,2017-12-31,2017,I64,0,互联网和相关服务,1,18.4769001,0.073026448,0.531060517,21.09383392,0.046802126,-0.00151451,0.257400006,0.428571433,0.033693999,-0.000214,-0.129040465,,,0.081100002,0.487859786,1,
000503,2018-12-31,2018,I64,0,互联网和相关服务,1,17.19974327,0.02303692,0.621362627,20.97039986,0.051522493,-0.00449176,0.262199998,0.333333343,0.065552004,-0.144576997,-0.018105332,,,0.069899999,0.577578843,1,
000510,2015-12-31,2015,C26,0,化学原料及化学制品制造业,1,17.75027275,0.033159867,0.119096376,21.15668869,0.938154221,-0.00210555,0.100000001,0.375,0.041535001,0.008218,0.028878098,3.401197382,2.48490665,0.133399993,0.112127289,0,
000510,2016-12-31,2016,C26,0,化学原料及化学制品制造业,1,17.64523888,0.034841351,0.042685185,21.00218773,0.559696734,-0.00053043,0.100000001,0.333333343,0.042204998,0.066113003,0.196997017,3.401197382,2.397895273,0.113300003,0.034551751,0,
000510,2017-12-31,2017,C26,0,化学原料及化学制品制造业,1,17.75242043,0.0341557,0.09257216,21.12924767,0.712598503,0.0012645,0.130500004,0.333333343,0.069174998,0.049066,0.030134821,3.33220451,2.63905733,0.081100002,0.086615577,0,
000510,2018-12-31,2018,C26,0,化学原料及化学制品制造业,1,18.00167465,0.044305313,0.087808549,21.11832428,0.55342108,0.00197461,0.130500004,0.333333343,0.083825998,0.112303004,0.140467986,,,0.069899999,0.083574764,0,
000513,2012-12-31,2012,C27,1,医药制造业,1,19.12066269,0.035743788,0.22920157,22.45204163,0.771554291,0.00246801,0.262099981,0.333333343,0.059572,0.153502002,0.105429642,5.192956851,4.094344562,0.143900007,0.22731778,0,18.79524383
000513,2013-12-31,2013,C27,1,医药制造业,1,19.26680565,0.035494942,0.119162366,22.6051712,0.821603715,0.00171206,0.262099981,0.454545468,0.051004998,0.154462993,0.067009762,5.318119994,4.356708827,0.135900006,0.117633037,0,18.38898153
000513,2015-12-31,2015,C27,1,医药制造业,1,19.74431419,0.04651225,0.121882044,22.81235313,0.679357827,0.00194127,0.36680001,0.454545468,0.074023999,0.148344994,0.114860304,5.572154032,4.882801923,0.133399993,0.099644788,0,15.70094635
000513,2016-12-31,2016,C27,1,医药制造业,1,19.97835541,0.045091156,0.210388541,23.077425,0.481817991,0.00155767,0.342000008,0.454545468,0.086756997,0.139300004,0.12149141,5.743003188,5.147494477,0.113300003,0.19639951,0,20.30170041
000513,2017-12-31,2017,C27,1,医药制造业,1,20.17075157,0.036200199,0.479564667,23.48944283,0.41519168,0.00114901,0.342000008,0.5,0.168941006,0.321397007,0.082770646,5.823045895,5.214935758,0.081100002,0.467017263,0,20.30549732
